클래스,파일명,예측_라벨,예측_클래스,신뢰도,정확_여부
Corn Earworms,Image_97.jpg,a photo of egg Corn Earworms,Corn Earworms,0.259765625,정확
Corn Earworms,Image_98.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.2158203125,정확
Corn Earworms,Image_99.jpg,a photo of adult Corn Earworms,Corn Earworms,0.228515625,정확
Corn Earworms,Image_100.jpeg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.333984375,오류
Corn Earworms,Image_101.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2333984375,오류
Corn Earworms,Image_102.jpg,a photo of larva Armyworms,Armyworms,0.341796875,오류
Corn Earworms,Image_103.jpg,a photo of larva Corn Borers,Corn Borers,0.18359375,오류
Corn Earworms,Image_104.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.10986328125,오류
Corn Earworms,Image_105.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.228515625,오류
Corn Earworms,Image_106.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2578125,오류
Corn Earworms,Image_108.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1708984375,오류
Corn Earworms,Image_109.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1552734375,오류
Corn Earworms,Image_110.jpg,a photo of larva Corn Borers,Corn Borers,0.126953125,오류
Corn Earworms,Image_112.jpg,a photo of larva Corn Earworms,Corn Earworms,0.2138671875,정확
Corn Earworms,Image_113.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.240234375,오류
Corn Earworms,Image_118.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.345703125,오류
Corn Earworms,Image_119.png,a photo of pupa Corn Earworms,Corn Earworms,0.1240234375,정확
Corn Earworms,Image_120.JPG,a photo of egg Tomato Hornworms,Tomato Hornworms,0.1376953125,오류
Fall Armyworms,Image_1.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.10595703125,정확
Fall Armyworms,Image_2.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1494140625,정확
Fall Armyworms,Image_3.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.318359375,정확
Fall Armyworms,Image_4.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.1650390625,오류
Fall Armyworms,Image_5.jpg,a photo of larva Corn Borers,Corn Borers,0.12060546875,오류
Fall Armyworms,Image_6.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2431640625,정확
Fall Armyworms,Image_7.jpg,a photo of pupa Armyworms,Armyworms,0.169921875,오류
Fall Armyworms,Image_8.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.4609375,정확
Fall Armyworms,Image_9.jpg,a photo of adult Armyworms,Armyworms,0.3359375,오류
Fall Armyworms,Image_10.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.283203125,정확
Fall Armyworms,Image_11.jpeg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.333984375,오류
Fall Armyworms,Image_12.jpg,a photo of adult Armyworms,Armyworms,0.2255859375,오류
Fall Armyworms,Image_14.jpg,a photo of pupa Armyworms,Armyworms,0.25390625,오류
Fall Armyworms,Image_15.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.22265625,오류
Fall Armyworms,Image_16.jpg,a photo of adult Armyworms,Armyworms,0.25,오류
Fall Armyworms,Image_17.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.1728515625,오류
Fall Armyworms,Image_18.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.25390625,정확
Fall Armyworms,Image_19.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2138671875,정확
Fall Armyworms,Image_20.jpg,a photo of pupa Aphids,Aphids,0.1767578125,오류
Fall Armyworms,Image_21.jpg,a photo of adult Armyworms,Armyworms,0.30078125,오류
Fall Armyworms,Image_22.jpg,a photo of pupa Armyworms,Armyworms,0.189453125,오류
Fall Armyworms,Image_23.jpg,a photo of adult Armyworms,Armyworms,0.12060546875,오류
Fall Armyworms,Image_24.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.154296875,정확
Fall Armyworms,Image_25.jpg,a photo of pupa Aphids,Aphids,0.1015625,오류
Fall Armyworms,Image_26.jpg,a photo of adult Corn Earworms,Corn Earworms,0.166015625,오류
Fall Armyworms,Image_27.jpg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.1123046875,오류
Fall Armyworms,Image_28.jpg,a photo of egg Fall Armyworms,Fall Armyworms,0.1298828125,정확
Fall Armyworms,Image_29.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.296875,정확
Fall Armyworms,Image_30.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.26953125,정확
Fall Armyworms,Image_31.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.16796875,오류
Fall Armyworms,Image_32.jpg,a photo of adult Armyworms,Armyworms,0.27734375,오류
Fall Armyworms,Image_33.jpeg,a photo of egg Fall Armyworms,Fall Armyworms,0.140625,정확
Fall Armyworms,Image_34.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.12255859375,오류
Fall Armyworms,Image_35.jpg,a photo of larva Armyworms,Armyworms,0.17578125,오류
Fall Armyworms,Image_36.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.22265625,오류
Fall Armyworms,Image_37.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1708984375,정확
Fall Armyworms,Image_38.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.126953125,정확
Fall Armyworms,Image_39.jpg,a photo of adult Spider Mites,Spider Mites,0.201171875,오류
Fall Armyworms,Image_40.gif,a photo of larva Fall Armyworms,Fall Armyworms,0.333984375,정확
Fall Armyworms,Image_41.jpg,a photo of larva Armyworms,Armyworms,0.1875,오류
Fall Armyworms,Image_42.jpg,a photo of Citrus Canker,Citrus Canker,0.11474609375,오류
Fall Armyworms,Image_43.jpg,a photo of adult Armyworms,Armyworms,0.158203125,오류
Fall Armyworms,Image_44.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.115234375,정확
Fall Armyworms,Image_45.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.2001953125,오류
Fall Armyworms,Image_46.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1767578125,오류
Fall Armyworms,Image_47.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.26953125,오류
Fall Armyworms,Image_50.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.1259765625,오류
Fall Armyworms,Image_51.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1064453125,정확
Fall Armyworms,Image_52.jpg,a photo of adult Armyworms,Armyworms,0.26953125,오류
Fall Armyworms,Image_53.jpg,a photo of larva Corn Borers,Corn Borers,0.111328125,오류
Fall Armyworms,Image_54.jpg,a photo of Citrus Canker,Citrus Canker,0.28515625,오류
Fall Armyworms,Image_55.jpg,a photo of adult Armyworms,Armyworms,0.2119140625,오류
Fall Armyworms,Image_56.jpg,a photo of adult Fruit Flies,Fruit Flies,0.24609375,오류
Fall Armyworms,Image_57.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.357421875,오류
Fall Armyworms,Image_59.png,a photo of adult Fall Armyworms,Fall Armyworms,0.205078125,정확
Fall Armyworms,Image_60.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.373046875,정확
Fall Armyworms,Image_61.jpeg,a photo of adult Fall Armyworms,Fall Armyworms,0.1689453125,정확
Fall Armyworms,Image_63.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.271484375,정확
Fall Armyworms,Image_64.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.26171875,오류
Fall Armyworms,Image_65.jpg,a photo of egg Armyworms,Armyworms,0.3203125,오류
Fall Armyworms,Image_66.jpg,a photo of egg Armyworms,Armyworms,0.140625,오류
Fall Armyworms,Image_67.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1767578125,정확
Fall Armyworms,Image_68.gif,a photo of adult Armyworms,Armyworms,0.2275390625,오류
Fall Armyworms,Image_69.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1943359375,정확
Fall Armyworms,Image_70.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.240234375,오류
Fall Armyworms,Image_71.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.36328125,정확
Fall Armyworms,Image_72.jpg,a photo of adult Armyworms,Armyworms,0.412109375,오류
Fall Armyworms,Image_73.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1767578125,정확
Fall Armyworms,Image_74.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1494140625,정확
Fall Armyworms,Image_76.jpg,a photo of adult Armyworms,Armyworms,0.251953125,오류
Fall Armyworms,Image_77.jpg,a photo of larva Armyworms,Armyworms,0.1416015625,오류
Fall Armyworms,Image_78.jpg,a photo of adult Armyworms,Armyworms,0.263671875,오류
Fall Armyworms,Image_79.jpg,a photo of adult Aphids,Aphids,0.080078125,오류
Fall Armyworms,Image_80.jpg,a photo of larva Corn Borers,Corn Borers,0.16015625,오류
Fall Armyworms,Image_81.gif,a photo of adult Armyworms,Armyworms,0.23828125,오류
Fall Armyworms,Image_82.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.181640625,오류
Fall Armyworms,Image_83.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.205078125,정확
Fall Armyworms,Image_84.jpg,a photo of larva Thrips,Thrips,0.1494140625,오류
Fall Armyworms,Image_85.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.298828125,정확
Fall Armyworms,Image_86.JPG,a photo of adult Armyworms,Armyworms,0.255859375,오류
Fall Armyworms,Image_87.jpg,a photo of pupa Armyworms,Armyworms,0.263671875,오류
Fall Armyworms,Image_88.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.197265625,오류
Fall Armyworms,Image_89.jpg,a photo of adult Spider Mites,Spider Mites,0.228515625,오류
Fall Armyworms,Image_90.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.158203125,정확
Fall Armyworms,Image_91.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.3046875,정확
Fall Armyworms,Image_92.jpg,a photo of adult Armyworms,Armyworms,0.2216796875,오류
Fall Armyworms,Image_93.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.357421875,정확
Fall Armyworms,Image_94.jpg,a photo of adult Spider Mites,Spider Mites,0.515625,오류
Fall Armyworms,Image_95.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.166015625,정확
Fall Armyworms,Image_96.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.12353515625,정확
Fall Armyworms,Image_97.jpg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.234375,오류
Fall Armyworms,Image_98.jpg,a photo of egg Armyworms,Armyworms,0.24609375,오류
Fall Armyworms,Image_99.jpeg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.28515625,오류
Fall Armyworms,Image_100.jpg,a photo of Citrus Canker,Citrus Canker,0.279296875,오류
Fall Armyworms,Image_101.jpg,a photo of pupa Corn Borers,Corn Borers,0.2021484375,오류
Fall Armyworms,Image_102.jpg,a photo of adult Armyworms,Armyworms,0.36328125,오류
Fall Armyworms,Image_103.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.447265625,정확
Fall Armyworms,Image_104.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.259765625,오류
Fall Armyworms,Image_105.PNG,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.275390625,오류
Fall Armyworms,Image_106.jpg,a photo of larva Corn Borers,Corn Borers,0.10400390625,오류
Fall Armyworms,Image_107.jpg,a photo of pupa Corn Borers,Corn Borers,0.16015625,오류
Fall Armyworms,Image_109.jpg,a photo of egg Aphids,Aphids,0.1396484375,오류
Fall Armyworms,Image_110.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.173828125,정확
Fall Armyworms,Image_111.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.193359375,정확
Fall Armyworms,Image_112.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1142578125,정확
Fall Armyworms,Image_113.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.189453125,정확
Fall Armyworms,Image_114.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1298828125,정확
Fall Armyworms,Image_115.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.201171875,정확
Fall Armyworms,Image_116.jpg,a photo of adult Armyworms,Armyworms,0.39453125,오류
Fall Armyworms,Image_117.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.318359375,정확
Fall Armyworms,Image_118.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.23046875,오류
Fall Armyworms,Image_119.jpg,a photo of larva Corn Borers,Corn Borers,0.40625,오류
Fall Armyworms,Image_120.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.22265625,오류
Corn Borers,Image_1.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.439453125,오류
Corn Borers,Image_2.jpg,a photo of egg Corn Borers,Corn Borers,0.16015625,정확
Corn Borers,Image_3.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1572265625,오류
Corn Borers,Image_4.gif,a photo of pupa Fall Armyworms,Fall Armyworms,0.244140625,오류
Corn Borers,Image_5.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1318359375,오류
Corn Borers,Image_6.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.193359375,오류
Corn Borers,Image_7.jpg,a photo of larva Aphids,Aphids,0.1005859375,오류
Corn Borers,Image_8.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.259765625,오류
Corn Borers,Image_9.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.341796875,오류
Corn Borers,Image_10.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.365234375,오류
Corn Borers,Image_11.png,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.1767578125,오류
Corn Borers,Image_12.jpg,a photo of larva Corn Borers,Corn Borers,0.154296875,정확
Corn Borers,Image_13.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.18359375,오류
Corn Borers,Image_14.jpg,a photo of pupa Corn Borers,Corn Borers,0.1630859375,정확
Corn Borers,Image_15.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.265625,오류
Corn Borers,Image_16.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.23828125,오류
Corn Borers,Image_17.jpg,a photo of larva Corn Borers,Corn Borers,0.1552734375,정확
Corn Borers,Image_18.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.390625,오류
Corn Borers,Image_19.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.2001953125,오류
Corn Borers,Image_20.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1494140625,오류
Corn Borers,Image_21.jpg,a photo of egg Corn Borers,Corn Borers,0.244140625,정확
Corn Borers,Image_22.jpg,a photo of egg Corn Borers,Corn Borers,0.2119140625,정확
Corn Borers,Image_23.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.1494140625,오류
Corn Borers,Image_24.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.18359375,오류
Corn Borers,Image_25.jpg,a photo of larva Corn Earworms,Corn Earworms,0.138671875,오류
Corn Borers,Image_26.jpg,a photo of pupa Corn Borers,Corn Borers,0.373046875,정확
Corn Borers,Image_27.jpg,a photo of adult Fruit Flies,Fruit Flies,0.1640625,오류
Corn Borers,Image_28.JPG,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.2177734375,오류
Corn Borers,Image_29.jpg,a photo of larva Corn Borers,Corn Borers,0.21484375,정확
Corn Borers,Image_30.jpg,a photo of egg Corn Borers,Corn Borers,0.2314453125,정확
Corn Borers,Image_31.jpg,a photo of larva Thrips,Thrips,0.12890625,오류
Corn Borers,Image_32.png,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.412109375,오류
Corn Borers,Image_33.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.1796875,오류
Corn Borers,Image_34.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2451171875,오류
Corn Borers,Image_35.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.1796875,오류
Corn Borers,Image_36.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.216796875,오류
Corn Borers,Image_37.jpg,a photo of larva Fall Armyworms,Fall Armyworms,0.154296875,오류
Corn Borers,Image_38.png,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.263671875,오류
Corn Borers,Image_39.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.2099609375,오류
Corn Borers,Image_40.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.37109375,오류
Corn Borers,Image_41.jpg,a photo of larva Corn Borers,Corn Borers,0.2353515625,정확
Corn Borers,Image_42.jpg,a photo of pupa Armyworms,Armyworms,0.1708984375,오류
Corn Borers,Image_43.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.28515625,오류
Corn Borers,Image_44.JPG,a photo of adult Corn Borers,Corn Borers,0.275390625,정확
Corn Borers,Image_45.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2041015625,오류
Corn Borers,Image_46.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.23828125,오류
Corn Borers,Image_47.jpg,a photo of larva Corn Borers,Corn Borers,0.1611328125,정확
Corn Borers,Image_48.png,a photo of larva Corn Borers,Corn Borers,0.51953125,정확
Corn Borers,Image_49.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.2734375,오류
Corn Borers,Image_50.jpg,a photo of pupa Armyworms,Armyworms,0.255859375,오류
Corn Borers,Image_51.jpg,a photo of larva Corn Borers,Corn Borers,0.1826171875,정확
Corn Borers,Image_52.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.25390625,오류
Corn Borers,Image_53.jpg,a photo of egg Corn Borers,Corn Borers,0.21484375,정확
Corn Borers,Image_54.jpeg,a photo of larva Armyworms,Armyworms,0.1318359375,오류
Corn Borers,Image_55.jpg,a photo of larva Corn Borers,Corn Borers,0.404296875,정확
Corn Borers,Image_56.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.2119140625,오류
Corn Borers,Image_57.jpg,a photo of larva Corn Borers,Corn Borers,0.1640625,정확
Corn Borers,Image_58.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.294921875,오류
Corn Borers,Image_59.png,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.37890625,오류
Corn Borers,Image_60.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1689453125,오류
Corn Borers,Image_61.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.236328125,오류
Corn Borers,Image_62.png,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.29296875,오류
Corn Borers,Image_63.JPG,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.2021484375,오류
Corn Borers,Image_64.jpg,a photo of egg Corn Borers,Corn Borers,0.0947265625,정확
Corn Borers,Image_65.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1640625,오류
Corn Borers,Image_66.png,a photo of egg Fall Armyworms,Fall Armyworms,0.240234375,오류
Corn Borers,Image_67.jpg,a photo of larva Corn Borers,Corn Borers,0.23046875,정확
Corn Borers,Image_68.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.1455078125,오류
Corn Borers,Image_69.jpg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.193359375,오류
Corn Borers,Image_70.jpg,a photo of larva Corn Earworms,Corn Earworms,0.34765625,오류
Corn Borers,Image_71.jpg,a photo of egg Corn Borers,Corn Borers,0.1787109375,정확
Corn Borers,Image_72.jpg,a photo of larva Corn Borers,Corn Borers,0.16015625,정확
Corn Borers,Image_74.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.220703125,오류
Corn Borers,Image_75.JPG,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.42578125,오류
Corn Borers,Image_76.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.462890625,오류
Corn Borers,Image_77.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.2119140625,오류
Corn Borers,Image_78.png,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.28125,오류
Corn Borers,Image_79.jpg,a photo of larva Corn Borers,Corn Borers,0.1552734375,정확
Corn Borers,Image_80.JPG,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.2490234375,오류
Corn Borers,Image_81.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1943359375,오류
Corn Borers,Image_82.jpg,a photo of larva Corn Earworms,Corn Earworms,0.3125,오류
Corn Borers,Image_83.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.25390625,오류
Corn Borers,Image_84.jpg,a photo of larva Corn Borers,Corn Borers,0.12060546875,정확
Corn Borers,Image_85.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.26171875,오류
Corn Borers,Image_86.png,a photo of larva Corn Borers,Corn Borers,0.146484375,정확
Corn Borers,Image_87.png,a photo of larva Corn Borers,Corn Borers,0.28125,정확
Corn Borers,Image_88.jpg,a photo of egg Corn Borers,Corn Borers,0.07763671875,정확
Corn Borers,Image_89.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.314453125,오류
Corn Borers,Image_90.jpg,a photo of egg Thrips,Thrips,0.197265625,오류
Corn Borers,Image_91.png,a photo of pupa Corn Borers,Corn Borers,0.1796875,정확
Corn Borers,Image_92.png,a photo of egg Corn Borers,Corn Borers,0.57421875,정확
Corn Borers,Image_93.jpg,a photo of pupa Armyworms,Armyworms,0.2216796875,오류
Corn Borers,Image_94.jpg,a photo of larva Corn Borers,Corn Borers,0.150390625,정확
Corn Borers,Image_95.jpg,a photo of larva Corn Earworms,Corn Earworms,0.3125,오류
Corn Borers,Image_96.png,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.69140625,오류
Corn Borers,Image_97.jpg,a photo of larva Corn Borers,Corn Borers,0.431640625,정확
Corn Borers,Image_98.jpg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.2373046875,오류
Corn Borers,Image_100.jpeg,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.16015625,오류
Corn Borers,Image_101.jpg,a photo of larva Corn Borers,Corn Borers,0.375,정확
Corn Borers,Image_102.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.27734375,오류
Corn Borers,Image_103.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.126953125,오류
Corn Borers,Image_104.jpg,a photo of pupa Thrips,Thrips,0.259765625,오류
Corn Borers,Image_105.jpg,a photo of egg Corn Borers,Corn Borers,0.2392578125,정확
Corn Borers,Image_107.png,a photo of egg Corn Borers,Corn Borers,0.6484375,정확
Corn Borers,Image_108.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.15625,오류
Corn Borers,Image_109.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1640625,오류
Corn Borers,Image_110.png,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.478515625,오류
Corn Borers,Image_111.jpg,a photo of larva Armyworms,Armyworms,0.1279296875,오류
Corn Borers,Image_113.jpg,a photo of egg Corn Borers,Corn Borers,0.328125,정확
Corn Borers,Image_114.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.1474609375,오류
Corn Borers,Image_115.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.30078125,오류
Corn Borers,Image_116.png,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.279296875,오류
Corn Borers,Image_117.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.2578125,오류
Corn Borers,Image_118.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.380859375,오류
Corn Borers,Image_120.jpg,a photo of larva Corn Borers,Corn Borers,0.208984375,정확
Cabbage Loopers,Image_1.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.1904296875,오류
Cabbage Loopers,Image_2.jpeg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.205078125,오류
Cabbage Loopers,Image_3.jpeg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.103515625,오류
Cabbage Loopers,Image_4.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.23046875,오류
Cabbage Loopers,Image_5.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.09375,오류
Cabbage Loopers,Image_6.jpg,a photo of adult Aphids,Aphids,0.1240234375,오류
Cabbage Loopers,Image_7.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.16015625,오류
Cabbage Loopers,Image_8.jpg,a photo of larva Spider Mites,Spider Mites,0.1494140625,오류
Cabbage Loopers,Image_9.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2451171875,오류
Cabbage Loopers,Image_10.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.169921875,오류
Cabbage Loopers,Image_11.jpg,a photo of larva Armyworms,Armyworms,0.162109375,오류
Cabbage Loopers,Image_12.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1875,오류
Cabbage Loopers,Image_13.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.296875,오류
Cabbage Loopers,Image_14.png,a photo of larva Tomato Hornworms,Tomato Hornworms,0.330078125,오류
Cabbage Loopers,Image_15.png,a photo of adult Tomato Hornworms,Tomato Hornworms,0.1572265625,오류
Cabbage Loopers,Image_16.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.283203125,오류
Cabbage Loopers,Image_17.jpg,a photo of egg Aphids,Aphids,0.1279296875,오류
Cabbage Loopers,Image_18.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.287109375,오류
Cabbage Loopers,Image_19.jpg,a photo of larva Aphids,Aphids,0.0830078125,오류
Cabbage Loopers,Image_20.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.216796875,정확
Cabbage Loopers,Image_21.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.10498046875,오류
Cabbage Loopers,Image_22.png,a photo of adult Fall Armyworms,Fall Armyworms,0.251953125,오류
Cabbage Loopers,Image_23.jpg,a photo of pupa Aphids,Aphids,0.15234375,오류
Cabbage Loopers,Image_24.jpg,a photo of larva Armyworms,Armyworms,0.1826171875,오류
Cabbage Loopers,Image_25.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.09765625,오류
Cabbage Loopers,Image_26.jpg,a photo of egg Fall Armyworms,Fall Armyworms,0.205078125,오류
Cabbage Loopers,Image_27.jpg,a photo of larva Spider Mites,Spider Mites,0.189453125,오류
Cabbage Loopers,Image_28.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.23828125,오류
Cabbage Loopers,Image_29.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.185546875,오류
Cabbage Loopers,Image_30.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.09912109375,오류
Cabbage Loopers,Image_31.png,a photo of pupa Cabbage Loopers,Cabbage Loopers,0.349609375,정확
Cabbage Loopers,Image_32.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2412109375,오류
Cabbage Loopers,Image_33.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.228515625,오류
Cabbage Loopers,Image_34.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.1640625,오류
Cabbage Loopers,Image_35.png,a photo of larva Cabbage Loopers,Cabbage Loopers,0.921875,정확
